,Volume m3,Ground Surface m2,Amount Buildings,Surface Build %,Surface Total,Inset 1,Inset 2,Inset 3,Inset 4,Inset 5,Inset 6,Inset 7,Inset 8,Inset 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Height 7,Height 8,Height 9,Roof 1,Roof 2,Roof 3,Roof 4,Roof 5,Roof 6,Roof 7,Roof 8,Roof 9,SL %,SVF %
457,6363.99,723.45,9,45.2,4319.62,0.78,0.89,0.38,0.45,0.74,0.55,0.56,0.74,0.79,6.52,8.52,12.37,10.42,2.46,3.83,13.82,13.76,11.18,1,0,1,0,0,1,0,0,1,40.73,44.4
458,4015.88,350.93,3,21.9,2165.54,0.0,0.63,0.0,0.0,0.0,0.0,0.89,0.89,0.0,0.0,11.01,0.0,0.0,0.0,0.0,9.4,13.71,0.0,0,0,0,0,0,0,0,0,0,77.46,74.05
459,1802.0,367.86,4,23.0,1480.63,0.83,0.0,0.39,0.0,0.0,0.0,0.67,0.89,0.0,6.2,0.0,3.24,0.0,0.0,0.0,4.69,4.21,0.0,0,0,1,0,0,0,0,1,0,74.57,77.04
460,534.92,85.41,2,5.3,514.15,0.51,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,7.56,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,86.59,89.53
461,346.36,29.78,1,1.9,313.44,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,94.14,93.73
462,4350.39,758.46,9,47.4,3481.25,0.79,0.8,0.41,0.86,0.56,0.78,0.32,0.64,0.81,10.5,6.17,9.34,2.97,2.94,4.56,4.32,8.72,3.87,0,0,1,1,1,1,1,0,1,42.96,48.41
463,1513.33,124.25,2,7.8,1011.75,0.72,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,12.39,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,1,0,0,0,0,0,1,0,0,82.18,86.43
464,2774.93,424.37,6,26.5,2219.48,0.82,0.0,0.78,0.0,0.33,0.34,0.0,0.87,0.35,7.04,0.0,9.37,0.0,2.87,12.55,0.0,2.7,10.57,0,0,1,0,1,1,0,1,1,60.38,66.76
465,1450.03,201.24,2,12.6,983.53,0.0,0.0,0.67,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,9.23,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,84.44,86.26
466,2599.9,264.34,5,16.5,1771.87,0.0,0.0,0.4,0.36,0.5,0.0,0.0,0.85,0.47,0.0,0.0,12.17,3.96,4.88,0.0,0.0,13.09,6.6,0,0,1,0,0,0,0,0,1,74.77,72.84
467,1700.16,358.05,5,22.4,1579.65,0.36,0.63,0.0,0.0,0.44,0.75,0.0,0.85,0.0,10.29,3.02,0.0,0.0,3.27,4.72,0.0,5.1,0.0,1,0,0,0,1,1,0,1,0,70.11,72.42
468,2919.94,413.66,8,25.9,2471.73,0.71,0.0,0.62,0.54,0.36,0.44,0.7,0.46,0.33,2.24,0.0,7.71,10.13,8.45,7.95,10.36,5.14,4.58,1,0,1,1,0,0,1,0,0,54.85,58.93
469,4940.05,540.99,9,33.8,3635.62,0.31,0.67,0.59,0.71,0.62,0.6,0.72,0.46,0.43,9.04,5.94,6.08,13.89,9.15,2.26,12.11,10.64,13.0,0,1,1,1,0,0,1,1,0,45.91,49.52
470,3699.37,489.85,6,30.6,2642.15,0.65,0.5,0.0,0.89,0.0,0.31,0.81,0.73,0.0,9.71,11.77,0.0,9.45,0.0,5.45,4.95,4.59,0.0,1,0,0,1,0,1,1,0,0,58.5,64.34
471,1647.92,233.72,3,14.6,1235.46,0.69,0.79,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.56,8.71,0.0,0.0,0.0,11.86,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,74.56,80.93
472,3473.82,428.82,7,26.8,2565.12,0.33,0.0,0.64,0.52,0.4,0.79,0.0,0.3,0.86,5.79,0.0,5.93,11.27,13.26,6.44,0.0,6.59,8.93,0,0,0,1,1,0,0,0,0,61.29,62.02
473,664.06,48.45,1,3.0,478.51,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,92.24,91.94
474,870.76,130.48,2,8.2,694.16,0.31,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,83.41,88.53
475,3908.62,513.69,8,32.1,2927.14,0.71,0.0,0.32,0.77,0.3,0.51,0.49,0.56,0.88,4.55,0.0,7.05,7.54,9.9,3.91,11.39,8.49,9.17,1,0,0,0,1,1,0,1,0,55.82,56.33
476,1734.08,199.25,3,12.5,1260.6,0.0,0.62,0.55,0.0,0.0,0.0,0.0,0.0,0.66,0.0,12.11,7.45,0.0,0.0,0.0,0.0,0.0,6.58,0,0,1,0,0,0,0,0,0,76.58,80.42
477,822.73,228.79,3,14.3,880.03,0.86,0.0,0.0,0.6,0.44,0.0,0.0,0.0,0.0,2.35,0.0,0.0,5.09,5.57,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,80.4,85.15
478,1941.48,283.8,5,17.7,1614.62,0.0,0.79,0.0,0.45,0.0,0.3,0.63,0.0,0.52,0.0,3.7,0.0,6.81,0.0,10.93,13.68,0.0,2.56,0,0,0,0,0,0,1,0,0,70.8,73.31
479,294.76,26.37,1,1.6,282.33,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,92.1,94.14
480,2347.35,242.02,2,15.1,1344.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,10.88,0.0,0.0,0.0,0.0,0.0,7.99,0,0,0,0,0,0,0,0,1,81.99,83.62
481,6326.39,761.85,9,47.6,4131.16,0.82,0.87,0.74,0.75,0.85,0.39,0.37,0.61,0.6,9.85,11.41,13.59,9.94,4.63,4.82,7.56,2.17,3.6,0,0,1,0,1,0,0,1,0,37.59,48.5
482,2745.77,299.55,5,18.7,1943.46,0.0,0.0,0.88,0.7,0.43,0.0,0.0,0.31,0.38,0.0,0.0,7.02,12.68,12.53,0.0,0.0,7.84,5.41,0,0,0,0,1,0,0,1,1,65.18,68.84
483,5157.43,707.6,9,44.2,3917.83,0.61,0.74,0.55,0.83,0.83,0.56,0.69,0.59,0.47,12.23,4.07,8.74,3.97,9.24,11.05,2.23,8.5,13.05,1,0,1,1,1,0,0,0,1,38.92,44.9
484,747.77,69.44,1,4.3,497.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,0.0,0,0,0,0,0,0,0,0,0,94.15,91.37
485,3711.34,354.05,5,22.1,2386.91,0.0,0.3,0.59,0.68,0.0,0.73,0.0,0.74,0.0,0.0,4.98,11.27,10.31,0.0,9.79,0.0,11.73,0.0,0,0,0,0,0,0,0,1,0,61.55,63.42
486,598.04,145.8,2,9.1,639.12,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,8.43,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0,1,0,0,0,0,0,1,0,86.4,88.09
487,3716.21,389.01,8,24.3,2808.93,0.0,0.62,0.4,0.31,0.69,0.42,0.78,0.33,0.42,0.0,12.29,2.72,3.07,7.73,11.51,10.52,8.39,13.89,0,1,1,0,1,1,1,1,0,56.31,58.49
488,2897.32,383.39,6,24.0,2209.63,0.0,0.81,0.34,0.35,0.59,0.0,0.73,0.62,0.0,0.0,3.77,3.08,8.14,10.31,0.0,12.64,5.76,0.0,0,1,1,0,0,0,1,1,0,64.14,66.94
489,1352.06,318.62,4,19.9,1368.75,0.0,0.39,0.0,0.0,0.0,0.87,0.0,0.49,0.8,0.0,12.89,0.0,0.0,0.0,2.89,0.0,6.8,2.87,0,0,0,0,0,1,0,0,0,79.54,79.1
490,733.71,120.08,3,7.5,699.07,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.34,7.43,0.0,0.0,0.0,0.0,0.0,0.0,5.47,4.72,1,0,0,0,0,0,0,0,0,85.42,86.24
491,2992.8,225.36,3,14.1,1826.18,0.57,0.69,0.0,0.0,0.68,0.0,0.0,0.0,0.0,13.09,13.44,0.0,0.0,13.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,67.67,76.03
492,2063.65,211.9,3,13.2,1378.6,0.0,0.0,0.0,0.52,0.0,0.0,0.74,0.61,0.0,0.0,0.0,0.0,5.32,0.0,0.0,9.56,13.2,0.0,0,0,0,0,0,0,0,0,0,84.97,81.67
493,2190.86,207.62,4,13.0,1571.8,0.34,0.0,0.0,0.47,0.0,0.61,0.68,0.0,0.0,5.46,0.0,0.0,8.22,0.0,9.85,13.53,0.0,0.0,0,0,0,1,0,1,1,0,0,74.05,75.66
494,4344.44,487.45,5,30.5,2777.91,0.47,0.89,0.75,0.0,0.63,0.0,0.88,0.0,0.0,3.12,7.42,11.21,0.0,11.7,0.0,9.01,0.0,0.0,1,1,1,0,1,0,1,0,0,54.22,63.94
495,4489.51,606.53,8,37.9,3339.39,0.36,0.57,0.76,0.68,0.79,0.62,0.0,0.61,0.74,13.02,10.9,4.8,8.03,13.17,7.4,0.0,4.09,2.06,1,0,1,0,1,0,0,0,0,47.1,52.08
496,2012.49,270.26,3,16.9,1371.21,0.0,0.0,0.44,0.0,0.86,0.0,0.77,0.0,0.0,0.0,0.0,9.05,0.0,8.55,0.0,5.54,0.0,0.0,0,0,0,0,0,0,0,0,0,74.71,76.49
497,500.62,75.64,1,4.7,398.52,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,91.7,93.65
498,4484.44,597.79,8,37.4,3263.64,0.87,0.0,0.53,0.77,0.67,0.39,0.32,0.74,0.69,10.32,0.0,10.0,8.71,3.02,6.71,7.96,5.99,6.11,1,0,1,1,1,0,0,0,1,47.97,52.79
499,2787.65,409.42,8,25.6,2486.31,0.72,0.34,0.0,0.64,0.35,0.54,0.6,0.5,0.51,4.49,8.15,0.0,2.2,11.11,9.87,7.48,5.81,12.69,0,1,0,1,1,0,1,1,0,56.99,59.29
500,3704.15,514.69,8,32.2,2927.06,0.0,0.61,0.34,0.31,0.76,0.69,0.57,0.49,0.83,0.0,8.05,13.51,2.82,4.93,2.8,8.92,10.46,9.28,0,1,1,1,1,0,1,0,1,57.85,57.93
501,1342.96,212.49,4,13.3,1241.69,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.72,0.66,0.0,0.0,0.0,11.47,0.0,10.64,0.0,2.31,8.58,0,0,0,1,0,0,0,0,1,83.69,80.63
502,3310.02,423.44,7,26.5,2646.33,0.31,0.0,0.66,0.77,0.0,0.73,0.46,0.32,0.63,11.73,0.0,4.46,4.06,0.0,8.51,11.54,8.98,12.98,1,0,0,1,0,1,1,0,1,58.8,60.49
503,4485.73,592.59,8,37.0,3122.33,0.79,0.5,0.42,0.4,0.61,0.0,0.78,0.65,0.85,12.21,5.51,4.68,4.37,6.53,0.0,2.13,2.99,13.51,1,0,1,0,0,0,0,0,1,51.37,54.16
504,1168.32,178.46,6,11.2,1192.28,0.0,0.0,0.43,0.42,0.53,0.38,0.31,0.35,0.0,0.0,0.0,3.39,2.75,10.45,7.42,2.32,10.21,0.0,0,0,1,0,1,0,1,0,0,73.94,75.47
505,2436.56,365.81,5,22.9,1933.23,0.0,0.3,0.0,0.0,0.72,0.57,0.0,0.71,0.78,0.0,13.87,0.0,0.0,6.51,5.24,0.0,8.64,4.82,0,0,0,0,0,1,0,0,1,73.02,71.35
506,100.32,16.99,1,1.1,131.33,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,95.77,96.75
507,2622.23,344.96,6,21.6,2182.89,0.5,0.83,0.0,0.0,0.44,0.0,0.63,0.55,0.31,11.07,5.01,0.0,0.0,10.67,0.0,10.11,3.58,13.68,1,1,0,0,0,0,0,1,1,62.21,66.13
508,814.38,95.71,1,6.0,524.39,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,87.87,88.91
509,5309.44,590.19,9,36.9,3658.83,0.64,0.34,0.32,0.65,0.63,0.87,0.58,0.48,0.75,5.23,11.72,4.86,10.29,8.77,10.58,3.08,5.91,13.78,0,0,1,0,0,1,1,0,1,47.13,48.85
510,2361.85,449.0,6,28.1,2050.97,0.46,0.79,0.0,0.71,0.64,0.73,0.0,0.5,0.0,3.29,4.54,0.0,6.38,3.02,5.93,0.0,8.71,0.0,1,1,0,1,0,1,0,0,0,59.45,65.54
511,783.16,175.77,4,11.0,811.38,0.36,0.43,0.0,0.52,0.0,0.0,0.0,0.64,0.0,3.19,2.49,0.0,3.23,0.0,0.0,0.0,6.57,0.0,1,1,0,0,0,0,0,1,0,81.61,83.01
512,835.1,175.61,5,11.0,1009.52,0.36,0.32,0.0,0.36,0.69,0.39,0.0,0.0,0.0,7.73,13.53,0.0,4.04,2.55,3.61,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,76.04,80.65
513,3411.5,397.7,7,24.9,2568.52,0.0,0.88,0.37,0.4,0.33,0.38,0.79,0.0,0.54,0.0,8.47,10.28,11.52,11.53,7.49,6.9,0.0,9.48,0,0,1,0,1,0,0,0,0,53.57,59.25
514,2117.06,228.97,3,14.3,1446.03,0.0,0.62,0.0,0.78,0.0,0.0,0.55,0.0,0.0,0.0,10.5,0.0,8.8,0.0,0.0,8.51,0.0,0.0,0,1,0,0,0,0,1,0,0,71.57,77.77
515,2025.39,383.35,4,24.0,1666.93,0.79,0.73,0.0,0.64,0.78,0.0,0.0,0.0,0.0,6.86,2.21,0.0,4.92,6.6,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,70.09,77.58
516,471.85,95.69,2,6.0,476.96,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,3.85,0.0,0,0,0,0,0,0,1,0,0,92.43,90.78
517,3904.07,483.42,6,30.2,2724.56,0.0,0.0,0.63,0.85,0.53,0.86,0.0,0.39,0.64,0.0,0.0,3.7,8.93,13.63,8.94,0.0,5.08,6.6,0,0,1,1,0,1,0,1,1,61.08,61.23
518,3911.14,597.5,9,37.3,2975.49,0.67,0.7,0.38,0.65,0.88,0.65,0.41,0.45,0.53,7.3,4.49,2.17,7.32,9.86,5.75,2.72,6.49,4.46,0,1,1,0,0,1,1,0,0,45.69,52.55
519,1820.63,228.07,5,14.3,1577.89,0.57,0.0,0.31,0.0,0.69,0.0,0.34,0.52,0.0,10.47,0.0,12.98,0.0,7.3,0.0,10.83,3.38,0.0,0,0,1,0,1,0,0,1,0,68.76,73.11
520,2441.24,264.11,3,16.5,1596.37,0.72,0.64,0.0,0.0,0.0,0.0,0.74,0.0,0.0,5.07,12.89,0.0,0.0,0.0,0.0,10.48,0.0,0.0,0,1,0,0,0,0,0,0,0,72.16,78.07
521,2589.33,390.14,5,24.4,2029.02,0.45,0.84,0.0,0.61,0.0,0.61,0.72,0.0,0.0,2.41,2.77,0.0,12.69,0.0,13.49,4.31,0.0,0.0,0,1,0,0,0,1,0,0,0,62.04,68.71
522,3283.78,397.47,8,24.8,2584.62,0.32,0.34,0.54,0.0,0.61,0.87,0.42,0.42,0.49,9.42,6.71,4.2,0.0,8.73,8.72,7.3,10.35,10.42,0,1,0,0,1,0,0,0,1,57.36,59.41
523,3670.02,365.98,5,22.9,2498.88,0.67,0.0,0.41,0.85,0.64,0.0,0.56,0.0,0.0,11.0,0.0,11.2,6.21,13.59,0.0,12.07,0.0,0.0,0,0,1,0,1,0,0,0,0,59.8,67.32
524,2681.74,571.72,6,35.7,2341.51,0.0,0.53,0.76,0.0,0.88,0.73,0.8,0.0,0.64,0.0,7.88,2.22,0.0,2.48,8.57,2.85,0.0,8.05,0,0,1,0,0,0,0,0,1,62.92,65.54
525,2022.74,236.84,5,14.8,1558.5,0.35,0.59,0.31,0.81,0.32,0.0,0.0,0.0,0.0,13.91,4.43,11.92,10.31,2.05,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,69.36,76.31
526,2966.5,271.2,5,16.9,1960.61,0.0,0.42,0.0,0.0,0.0,0.57,0.83,0.42,0.39,0.0,4.78,0.0,0.0,0.0,10.73,13.9,9.41,6.89,0,0,0,0,0,1,0,0,0,74.94,70.69
527,3806.58,417.11,6,26.1,2547.43,0.47,0.44,0.0,0.0,0.37,0.74,0.89,0.67,0.0,4.71,11.85,0.0,0.0,6.94,3.35,12.21,12.28,0.0,0,1,0,0,0,0,0,1,0,64.5,63.57
528,841.31,86.91,2,5.4,710.23,0.44,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,11.71,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,83.7,86.89
529,2022.39,192.81,2,12.1,1243.87,0.0,0.0,0.0,0.0,0.62,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,13.76,0.0,8.7,0.0,0.0,0,0,0,0,1,0,0,0,0,82.72,81.7
530,183.16,30.66,1,1.9,193.63,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,95.4,95.17
531,3279.32,446.48,7,27.9,2594.81,0.0,0.74,0.7,0.41,0.52,0.5,0.0,0.76,0.45,0.0,9.32,7.22,11.97,6.09,7.35,0.0,4.24,9.17,0,1,0,1,0,1,0,0,1,54.99,59.5
532,2716.27,264.2,5,16.5,2033.99,0.0,0.0,0.56,0.0,0.5,0.57,0.4,0.0,0.66,0.0,0.0,13.18,0.0,12.08,3.57,11.37,0.0,11.7,0,0,0,0,0,0,1,0,1,70.78,70.34
533,181.57,16.56,1,1.0,215.31,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,93.75,95.15
534,3423.46,437.74,6,27.4,2468.43,0.0,0.75,0.0,0.7,0.7,0.56,0.51,0.59,0.0,0.0,8.98,0.0,4.75,13.53,4.11,7.38,5.95,0.0,0,1,0,1,0,0,0,0,0,57.78,62.14
535,1727.71,327.82,6,20.5,1611.45,0.3,0.0,0.0,0.44,0.88,0.41,0.57,0.0,0.55,6.77,0.0,0.0,4.42,4.18,4.3,8.18,0.0,5.52,0,0,0,0,1,0,1,0,0,68.96,70.65
536,3657.57,331.38,7,20.7,2807.28,0.54,0.6,0.71,0.42,0.41,0.0,0.0,0.37,0.48,11.39,11.95,9.39,13.05,10.81,0.0,0.0,13.4,10.04,0,0,1,0,1,0,0,1,0,51.67,59.19
537,6384.38,802.02,8,50.1,4242.79,0.77,0.8,0.67,0.85,0.74,0.56,0.0,0.87,0.7,3.34,12.25,3.41,7.91,5.49,11.34,0.0,10.14,9.47,1,1,0,1,0,1,0,1,0,38.76,44.46
538,569.27,104.55,1,6.5,431.8,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,92.6,92.24
539,3404.81,331.79,4,20.7,2214.36,0.73,0.0,0.41,0.72,0.0,0.0,0.0,0.0,0.8,8.25,0.0,13.55,9.52,0.0,0.0,0.0,0.0,11.67,1,0,0,1,0,0,0,0,1,65.65,70.05
540,5736.46,639.3,7,40.0,3653.28,0.61,0.85,0.88,0.68,0.0,0.51,0.63,0.0,0.78,2.99,10.7,8.12,11.71,0.0,5.21,10.17,0.0,10.43,0,0,1,0,0,0,1,0,1,39.61,49.49
541,4183.58,701.14,8,43.8,3326.63,0.0,0.74,0.61,0.79,0.66,0.46,0.71,0.87,0.72,0.0,4.38,4.4,4.1,2.8,10.7,11.06,5.1,7.97,0,1,0,1,0,0,1,1,1,52.31,52.45
542,3390.18,521.8,8,32.6,2742.73,0.9,0.0,0.42,0.41,0.34,0.73,0.75,0.45,0.6,6.96,0.0,7.03,3.99,6.79,5.09,5.19,9.73,8.57,1,0,1,1,1,0,1,1,0,51.75,55.37
543,3157.82,443.37,9,27.7,2720.12,0.55,0.39,0.55,0.4,0.54,0.45,0.46,0.69,0.63,3.04,14.0,2.79,3.82,6.97,4.35,10.95,6.27,12.73,1,0,1,0,0,1,1,0,1,54.22,55.75
544,2938.1,278.57,6,17.4,2136.26,0.35,0.0,0.34,0.39,0.55,0.42,0.0,0.0,0.84,3.09,0.0,13.68,7.08,7.96,12.55,0.0,0.0,12.72,1,0,0,1,0,1,0,0,1,68.17,68.35
545,1055.67,199.85,2,12.5,833.39,0.0,0.88,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,80.44,85.57
546,5092.36,570.28,8,35.6,3408.52,0.82,0.45,0.85,0.3,0.49,0.62,0.52,0.8,0.0,7.38,5.4,9.51,7.95,6.05,8.88,5.13,13.94,0.0,1,1,0,1,1,0,0,1,0,43.43,50.54
547,2111.48,385.25,6,24.1,1910.88,0.57,0.47,0.0,0.6,0.5,0.0,0.46,0.9,0.0,2.58,6.0,0.0,7.79,11.7,0.0,5.0,3.66,0.0,1,0,0,0,0,0,1,1,0,64.94,68.26
548,4461.19,664.61,9,41.5,3374.71,0.33,0.5,0.85,0.59,0.78,0.8,0.45,0.38,0.84,6.41,11.15,4.29,3.72,9.45,2.46,3.1,6.58,11.7,0,1,1,0,1,0,0,0,1,47.62,51.13
549,3033.48,358.51,6,22.4,2286.85,0.52,0.76,0.41,0.0,0.0,0.32,0.0,0.53,0.79,9.68,2.5,8.55,0.0,0.0,9.52,0.0,11.07,12.09,1,0,1,0,0,0,0,1,0,66.67,66.76
550,1425.36,216.96,3,13.6,1093.27,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.71,6.62,0.0,0.0,0.0,0.0,0.0,0.0,9.35,1,0,0,0,0,0,0,0,1,83.91,83.35
551,1868.63,178.74,3,11.2,1250.33,0.34,0.53,0.0,0.78,0.0,0.0,0.0,0.0,0.0,12.71,5.04,0.0,12.54,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,75.34,81.36
552,3451.54,565.31,6,35.3,2546.07,0.84,0.0,0.8,0.83,0.72,0.0,0.36,0.0,0.72,7.25,0.0,2.61,7.47,9.55,0.0,3.21,0.0,4.35,0,0,1,1,0,0,1,0,0,53.92,61.16
553,3593.37,416.74,8,26.0,2867.38,0.56,0.0,0.33,0.57,0.68,0.46,0.36,0.79,0.42,10.61,0.0,13.33,10.24,8.97,3.71,13.35,6.08,9.45,1,0,1,0,0,1,1,0,0,55.54,57.16
554,1838.84,208.35,2,13.0,1090.83,0.0,0.0,0.87,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,11.35,0.0,4.32,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,80.07,84.69
555,3905.02,423.25,8,26.5,2869.52,0.8,0.46,0.0,0.62,0.42,0.55,0.41,0.4,0.58,12.91,10.33,0.0,10.28,12.0,9.21,3.43,2.67,4.91,1,1,0,1,0,0,0,1,0,51.02,57.54
556,2712.97,259.25,3,16.2,1690.62,0.0,0.72,0.55,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.81,13.98,0.0,11.72,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,69.29,76.45
557,1217.45,328.35,5,20.5,1291.17,0.0,0.0,0.0,0.83,0.79,0.0,0.38,0.36,0.52,0.0,0.0,0.0,3.45,3.31,0.0,5.58,4.99,3.66,0,0,0,1,0,0,1,0,0,76.56,77.45
558,1432.97,215.07,4,13.4,1288.45,0.0,0.0,0.8,0.0,0.37,0.0,0.48,0.45,0.0,0.0,0.0,4.54,0.0,5.18,0.0,7.46,13.52,0.0,0,0,1,0,1,0,1,1,0,77.92,78.31
559,2005.0,228.05,3,14.3,1294.83,0.0,0.0,0.0,0.55,0.46,0.0,0.0,0.88,0.0,0.0,0.0,0.0,5.96,7.49,0.0,0.0,10.27,0.0,0,0,0,0,0,0,0,0,0,80.48,79.1
560,3724.66,686.57,9,42.9,3130.75,0.87,0.86,0.36,0.5,0.57,0.33,0.82,0.71,0.6,2.43,10.4,7.45,3.98,2.62,11.29,3.47,4.51,7.48,1,1,0,1,0,1,0,0,0,44.87,50.94
561,795.35,141.82,3,8.9,776.88,0.32,0.0,0.0,0.0,0.33,0.76,0.0,0.0,0.0,11.69,0.0,0.0,0.0,6.09,4.44,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,83.15,85.3
562,1575.6,234.23,2,14.6,1124.23,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,2.69,0,0,0,0,0,0,0,0,1,85.01,86.24
563,1955.9,287.83,7,18.0,1759.58,0.48,0.54,0.0,0.36,0.0,0.69,0.41,0.45,0.33,10.44,5.69,0.0,3.91,0.0,7.67,3.38,5.4,9.39,1,0,0,1,0,0,1,0,0,62.99,67.1
564,2175.27,237.83,5,14.9,1743.93,0.0,0.0,0.0,0.4,0.41,0.58,0.0,0.47,0.67,0.0,0.0,0.0,13.44,8.2,5.46,0.0,8.61,11.08,0,0,0,0,0,1,0,1,0,75.26,72.58
565,3870.79,400.95,5,25.1,2602.32,0.0,0.32,0.65,0.87,0.0,0.0,0.0,0.63,0.75,0.0,13.44,13.58,6.13,0.0,0.0,0.0,10.47,10.17,0,0,0,1,0,0,0,0,1,61.66,62.68
566,4947.96,458.0,5,28.6,2895.64,0.48,0.87,0.0,0.51,0.9,0.0,0.0,0.72,0.0,5.69,11.64,0.0,10.06,11.57,0.0,0.0,11.06,0.0,0,1,0,1,0,0,0,0,0,56.9,63.97
567,4339.08,491.16,7,30.7,3085.44,0.48,0.78,0.57,0.7,0.78,0.46,0.53,0.0,0.0,12.51,5.33,8.08,5.52,13.46,8.38,10.46,0.0,0.0,0,0,1,0,1,1,0,0,0,48.07,57.85
568,2642.48,332.0,3,20.7,1675.84,0.0,0.0,0.0,0.0,0.87,0.62,0.0,0.0,0.85,0.0,0.0,0.0,0.0,12.81,5.69,0.0,0.0,4.05,0,0,0,0,0,1,0,0,1,78.36,76.32
569,3969.09,571.09,6,35.7,2851.36,0.57,0.83,0.73,0.64,0.84,0.0,0.0,0.74,0.0,4.03,5.35,12.78,10.58,2.22,0.0,0.0,8.49,0.0,1,0,0,1,1,0,0,0,0,53.12,61.96
570,515.49,56.04,2,3.5,528.17,0.0,0.47,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,13.09,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,86.1,89.01
571,238.47,35.8,1,2.2,239.07,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,94.14,95.33
