,Volume m3,Ground Surface m2,Amount Buildings,Surface Build %,Surface Total,Inset 1,Inset 2,Inset 3,Inset 4,Inset 5,Inset 6,Inset 7,Inset 8,Inset 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Height 7,Height 8,Height 9,Roof 1,Roof 2,Roof 3,Roof 4,Roof 5,Roof 6,Roof 7,Roof 8,Roof 9,SL %,SVF %
0,1367.59,263.25,6,16.5,1441.95,0.55,0.73,0.3,0.48,0.39,0.0,0.41,0.0,0.0,7.23,2.31,8.6,7.22,7.04,0.0,4.46,0.0,0.0,1,1,0,0,1,0,1,0,0,67.11,74.36
1,3341.44,451.49,9,28.2,2833.24,0.56,0.32,0.63,0.56,0.55,0.5,0.42,0.67,0.48,8.61,10.5,5.49,8.13,12.72,12.76,3.51,4.49,2.62,0,1,1,0,0,1,0,1,0,48.15,53.28
2,5369.87,594.99,9,37.2,3780.04,0.63,0.72,0.47,0.61,0.84,0.84,0.38,0.42,0.33,13.6,8.57,13.67,10.58,10.37,4.59,13.72,2.07,5.04,0,0,1,1,0,0,0,1,1,43.14,50.73
3,4733.07,618.5,8,38.7,3449.81,0.88,0.63,0.88,0.73,0.72,0.43,0.0,0.3,0.45,4.66,12.45,4.48,13.02,7.86,9.34,0.0,8.22,5.56,0,0,1,1,1,0,0,1,0,41.96,53.24
4,2252.42,310.57,4,19.4,1669.99,0.0,0.0,0.0,0.0,0.59,0.67,0.76,0.61,0.0,0.0,0.0,0.0,0.0,3.29,9.14,8.36,7.03,0.0,0,0,0,0,1,0,1,1,0,78.06,74.81
5,1563.91,290.37,4,18.1,1386.62,0.84,0.5,0.0,0.0,0.0,0.0,0.62,0.55,0.0,2.92,11.36,0.0,0.0,0.0,0.0,8.01,2.86,0.0,0,1,0,0,0,0,1,0,0,74.36,78.38
6,3390.77,363.82,5,22.7,2314.56,0.0,0.77,0.56,0.73,0.0,0.62,0.0,0.0,0.46,0.0,13.62,12.43,8.37,0.0,2.14,0.0,0.0,8.27,0,1,0,1,0,0,0,0,1,58.95,66.91
7,1729.54,261.86,4,16.4,1362.83,0.0,0.0,0.82,0.0,0.44,0.0,0.56,0.54,0.0,0.0,0.0,7.95,0.0,3.71,0.0,7.02,4.98,0.0,0,0,1,0,0,0,1,1,0,75.45,77.81
8,1638.7,228.41,6,14.3,1530.38,0.31,0.6,0.6,0.0,0.39,0.0,0.0,0.45,0.35,11.26,2.25,9.6,0.0,7.98,0.0,0.0,11.13,4.03,0,0,0,0,1,0,0,0,0,68.85,72.78
9,2562.93,384.81,5,24.1,1985.58,0.76,0.0,0.68,0.0,0.6,0.43,0.0,0.76,0.0,4.16,0.0,7.56,0.0,7.04,7.83,0.0,7.85,0.0,1,0,1,0,0,1,0,0,0,61.91,66.77
10,149.81,62.39,1,3.9,214.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0,0,0,0,0,0,0,1,0,96.24,95.32
11,4636.51,490.08,7,30.6,3235.47,0.39,0.0,0.46,0.0,0.31,0.85,0.84,0.32,0.87,11.33,0.0,11.89,0.0,13.67,7.44,9.31,11.31,9.7,1,0,1,0,0,1,1,0,1,61.79,57.81
12,1679.15,299.81,3,18.7,1347.1,0.0,0.0,0.0,0.88,0.0,0.57,0.0,0.77,0.0,0.0,0.0,0.0,2.1,0.0,13.49,0.0,5.82,0.0,0,0,0,0,0,0,0,0,0,79.61,78.47
13,3860.57,661.85,9,41.4,3132.56,0.61,0.76,0.82,0.3,0.49,0.87,0.61,0.49,0.62,12.19,4.15,2.65,6.34,5.3,8.36,5.67,5.65,3.34,1,0,0,0,1,1,0,0,0,43.03,50.01
14,2299.46,426.42,9,26.7,2231.88,0.81,0.41,0.33,0.52,0.47,0.62,0.48,0.48,0.37,4.68,8.28,8.61,2.55,6.33,4.68,10.26,3.96,2.84,0,1,0,1,1,0,0,1,1,53.88,59.61
15,2206.91,291.0,6,18.2,1820.7,0.43,0.0,0.63,0.0,0.52,0.0,0.71,0.4,0.34,5.54,0.0,4.3,0.0,11.44,0.0,9.65,8.91,2.47,1,0,0,0,1,0,1,1,1,67.58,68.59
16,922.11,101.41,2,6.3,677.07,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,9.99,0.0,5.08,0,0,0,0,0,0,1,0,1,91.74,89.39
17,2404.58,298.51,4,18.7,1695.51,0.0,0.6,0.0,0.41,0.81,0.0,0.7,0.0,0.0,0.0,11.13,0.0,3.66,5.98,0.0,10.06,0.0,0.0,0,0,0,1,0,0,1,0,0,68.99,73.62
18,2867.63,314.27,6,19.6,2155.94,0.36,0.76,0.45,0.0,0.5,0.35,0.7,0.0,0.0,9.06,12.77,12.7,0.0,2.43,10.3,6.54,0.0,0.0,1,0,1,0,0,0,1,0,0,59.83,67.94
19,1449.44,376.15,4,23.5,1409.44,0.0,0.84,0.0,0.79,0.0,0.72,0.53,0.0,0.0,0.0,5.47,0.0,2.26,0.0,2.61,5.63,0.0,0.0,0,1,0,0,0,1,1,0,0,70.32,76.32
20,2833.13,392.94,9,24.6,2411.59,0.33,0.47,0.73,0.31,0.42,0.33,0.48,0.7,0.48,4.5,7.78,7.05,12.31,4.05,6.07,5.25,10.29,4.64,1,1,0,0,0,0,0,1,0,55.16,58.1
21,2898.69,312.69,6,19.5,2198.33,0.43,0.59,0.55,0.0,0.4,0.5,0.0,0.71,0.0,8.21,13.36,11.19,0.0,4.65,10.23,0.0,6.71,0.0,1,0,0,0,0,0,0,0,0,58.85,65.41
22,4702.59,392.77,4,24.5,2721.87,0.61,0.87,0.76,0.0,0.0,0.71,0.0,0.0,0.0,13.52,10.39,14.0,0.0,0.0,10.88,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,58.38,71.23
23,1329.98,268.29,3,16.8,1127.21,0.0,0.0,0.9,0.0,0.0,0.74,0.0,0.0,0.38,0.0,0.0,5.35,0.0,0.0,3.41,0.0,0.0,8.67,0,0,0,0,0,1,0,0,0,83.48,85.13
24,2858.43,335.44,5,21.0,2127.29,0.82,0.65,0.47,0.41,0.0,0.0,0.0,0.0,0.63,5.7,8.23,11.22,11.47,0.0,0.0,0.0,0.0,10.87,0,0,0,1,0,0,0,0,1,61.18,69.1
25,4164.62,453.13,6,28.3,2864.7,0.0,0.0,0.76,0.0,0.82,0.41,0.46,0.6,0.74,0.0,0.0,10.82,0.0,6.6,13.75,12.72,4.52,10.9,0,0,1,0,0,0,0,1,0,63.8,61.91
26,3447.8,426.75,4,26.7,2237.8,0.0,0.79,0.74,0.82,0.0,0.0,0.0,0.0,0.75,0.0,8.73,3.5,6.77,0.0,0.0,0.0,0.0,13.46,0,1,0,0,0,0,0,0,1,63.12,67.5
27,1976.3,201.74,2,12.6,1239.88,0.74,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,12.37,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,76.06,81.9
28,3966.77,491.14,6,30.7,2765.77,0.82,0.47,0.0,0.76,0.57,0.63,0.0,0.0,0.76,9.73,6.57,0.0,3.96,13.55,6.16,0.0,0.0,9.03,1,1,0,0,1,0,0,0,0,55.66,61.16
29,4413.3,525.57,6,32.8,2937.05,0.0,0.53,0.7,0.0,0.88,0.0,0.9,0.44,0.65,0.0,13.5,11.24,0.0,4.5,0.0,12.9,2.82,2.9,0,1,1,0,1,0,1,0,0,58.24,60.31
30,2585.41,289.13,3,18.1,1631.53,0.0,0.0,0.0,0.89,0.0,0.0,0.85,0.34,0.0,0.0,0.0,0.0,13.47,0.0,0.0,3.21,13.14,0.0,0,0,0,0,0,0,1,0,0,81.08,80.65
31,5937.42,743.74,8,46.5,3923.47,0.82,0.52,0.0,0.87,0.74,0.79,0.36,0.86,0.67,4.98,7.4,0.0,5.12,12.44,4.22,2.24,13.44,10.17,1,1,0,1,0,0,0,0,1,48.18,49.81
32,1602.4,278.37,5,17.4,1508.28,0.0,0.57,0.55,0.0,0.82,0.41,0.31,0.0,0.0,0.0,11.36,3.11,0.0,2.17,13.23,7.12,0.0,0.0,0,0,1,0,0,0,0,0,0,71.1,75.64
33,748.08,112.61,2,7.0,661.77,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,10.19,0,0,0,1,0,0,0,0,0,87.92,87.92
34,3835.54,458.98,8,28.7,2877.73,0.0,0.49,0.44,0.47,0.79,0.37,0.68,0.47,0.71,0.0,9.22,13.43,3.72,11.69,6.36,4.24,5.11,9.56,0,1,1,0,1,1,0,1,0,55.09,56.03
35,2978.17,460.35,6,28.8,2257.9,0.0,0.66,0.87,0.39,0.78,0.0,0.41,0.0,0.68,0.0,7.57,4.31,8.98,9.44,0.0,3.24,0.0,5.38,0,1,0,0,0,0,1,0,0,58.15,63.48
36,3681.13,402.26,6,25.1,2641.79,0.87,0.58,0.42,0.65,0.67,0.0,0.36,0.0,0.0,6.62,12.32,13.33,10.43,9.6,0.0,4.4,0.0,0.0,1,1,0,1,0,0,1,0,0,54.47,65.59
37,623.29,81.77,2,5.1,568.88,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,7.66,0.0,0,0,0,0,0,0,1,1,0,91.96,89.52
38,494.55,59.46,1,3.7,388.82,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0,0,0,0,0,0,1,0,0,94.58,93.71
39,3426.28,421.89,7,26.4,2425.53,0.54,0.33,0.77,0.47,0.57,0.48,0.0,0.0,0.77,5.01,2.55,10.12,2.52,3.4,9.25,0.0,0.0,13.01,0,1,1,1,0,0,0,0,0,59.92,64.45
40,301.95,77.99,1,4.9,292.74,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,94.44,93.96
41,2848.03,433.05,7,27.1,2304.34,0.52,0.87,0.74,0.66,0.39,0.39,0.33,0.0,0.0,3.38,9.31,3.6,4.89,5.93,12.31,9.99,0.0,0.0,0,1,0,0,0,1,0,0,0,54.37,64.84
42,1892.78,285.01,5,17.8,1665.88,0.37,0.67,0.38,0.0,0.0,0.0,0.7,0.62,0.0,12.02,3.26,10.94,0.0,0.0,0.0,6.73,6.91,0.0,0,0,1,0,0,0,1,1,0,70.39,72.99
43,2482.62,301.1,5,18.8,1788.08,0.8,0.36,0.0,0.0,0.52,0.0,0.54,0.0,0.61,13.87,8.59,0.0,0.0,7.33,0.0,2.58,0.0,3.39,0,1,0,0,1,0,1,0,1,65.67,72.16
44,2738.53,261.89,4,16.4,1786.7,0.89,0.63,0.0,0.35,0.0,0.0,0.0,0.4,0.0,11.41,9.62,0.0,11.1,0.0,0.0,0.0,7.29,0.0,1,0,0,1,0,0,0,0,0,67.56,76.65
45,4485.1,520.37,6,32.5,2997.68,0.77,0.68,0.0,0.75,0.49,0.86,0.0,0.56,0.0,3.36,13.69,0.0,6.22,10.49,11.6,0.0,6.98,0.0,1,1,0,0,0,0,0,1,0,49.21,57.23
46,6493.2,714.21,8,44.6,4164.53,0.0,0.88,0.74,0.51,0.72,0.78,0.69,0.55,0.72,0.0,12.7,5.42,5.59,11.5,5.89,12.38,7.37,8.58,0,1,0,1,0,0,1,0,1,43.58,46.15
47,790.22,70.32,1,4.4,517.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0,0,0,0,0,0,0,0,0,95.89,92.56
48,5589.56,699.02,9,43.7,3968.78,0.48,0.45,0.86,0.83,0.71,0.64,0.63,0.43,0.76,7.94,4.74,5.07,6.76,6.53,13.96,6.9,11.26,11.13,0,1,0,1,0,0,0,0,1,39.48,43.34
49,223.53,36.53,1,2.3,221.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,94.47,95.47
50,3480.31,398.1,6,24.9,2377.8,0.0,0.33,0.51,0.69,0.47,0.87,0.0,0.0,0.65,0.0,2.31,4.53,9.42,3.18,9.44,0.0,0.0,13.77,0,0,1,1,0,1,0,0,1,64.94,66.68
51,3720.82,392.87,6,24.6,2553.57,0.79,0.32,0.0,0.0,0.36,0.67,0.33,0.0,0.89,12.16,8.73,0.0,0.0,9.03,8.43,11.93,0.0,7.74,1,0,0,0,1,1,1,0,0,60.74,64.04
52,3681.53,413.92,6,25.9,2654.13,0.0,0.0,0.57,0.0,0.65,0.62,0.8,0.46,0.59,0.0,0.0,4.22,0.0,2.1,13.63,11.62,11.09,10.06,0,0,1,0,1,1,1,1,1,69.85,65.14
53,2973.83,484.77,6,30.3,2332.6,0.55,0.0,0.0,0.61,0.31,0.88,0.78,0.75,0.0,3.12,0.0,0.0,4.91,8.37,5.43,12.35,2.49,0.0,1,0,0,1,0,1,1,1,0,65.4,65.62
54,3685.84,491.87,8,30.7,3002.7,0.36,0.88,0.59,0.0,0.62,0.47,0.82,0.32,0.37,13.81,6.0,10.08,0.0,6.25,11.76,4.97,7.5,12.53,1,0,1,0,0,1,1,1,1,49.54,55.59
55,3816.29,543.47,6,34.0,2804.8,0.89,0.0,0.7,0.0,0.51,0.79,0.45,0.0,0.83,3.05,0.0,6.93,0.0,8.79,8.54,11.69,0.0,8.27,1,0,0,0,1,0,0,0,1,56.46,59.61
56,3304.02,490.03,7,30.6,2556.71,0.35,0.44,0.55,0.0,0.64,0.63,0.78,0.85,0.0,6.38,7.41,7.95,0.0,8.86,5.48,5.71,6.5,0.0,1,0,1,0,0,1,0,0,0,57.37,58.78
57,1644.36,194.25,4,12.1,1331.38,0.0,0.0,0.6,0.0,0.0,0.47,0.49,0.52,0.0,0.0,0.0,12.4,0.0,0.0,5.38,5.08,8.77,0.0,0,0,1,0,0,0,1,1,0,77.59,78.04
58,483.43,60.97,2,3.8,483.2,0.0,0.0,0.0,0.35,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,9.99,0.0,6.78,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,88.67,89.47
59,806.98,66.18,2,4.1,671.51,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08,9.55,0.0,0,0,0,0,0,0,1,1,0,92.36,89.64
60,3436.58,364.1,4,22.8,2087.63,0.0,0.0,0.83,0.6,0.88,0.0,0.0,0.0,0.48,0.0,0.0,12.15,6.94,9.58,0.0,0.0,0.0,4.88,0,0,1,0,0,0,0,0,0,63.86,68.38
61,1115.04,162.8,3,10.2,955.31,0.0,0.0,0.0,0.55,0.0,0.47,0.63,0.0,0.0,0.0,0.0,0.0,8.31,0.0,8.0,5.07,0.0,0.0,0,0,0,0,0,0,1,0,0,81.13,82.46
62,2259.85,326.46,5,20.4,1805.65,0.63,0.54,0.0,0.0,0.0,0.6,0.0,0.63,0.63,6.55,8.81,0.0,0.0,0.0,5.74,0.0,5.54,8.37,0,0,0,0,0,1,0,1,0,67.49,69.72
63,1754.14,302.2,5,18.9,1528.78,0.0,0.64,0.66,0.0,0.0,0.49,0.49,0.0,0.62,0.0,2.38,5.45,0.0,0.0,3.96,10.39,0.0,8.17,0,0,0,0,0,1,0,0,0,74.34,74.55
64,2189.99,284.16,6,17.8,1787.06,0.0,0.32,0.47,0.4,0.0,0.4,0.0,0.76,0.61,0.0,3.6,6.35,10.15,0.0,5.01,0.0,8.69,8.18,0,0,1,1,0,0,0,1,1,71.4,69.61
65,1989.39,213.6,5,13.3,1570.05,0.39,0.0,0.52,0.0,0.42,0.45,0.0,0.63,0.0,8.55,0.0,10.23,0.0,2.72,6.64,0.0,13.19,0.0,0,0,0,0,1,1,0,0,0,71.42,73.48
66,1788.42,273.96,4,17.1,1520.85,0.0,0.0,0.71,0.0,0.34,0.0,0.43,0.86,0.0,0.0,0.0,8.98,0.0,9.33,0.0,11.69,3.14,0.0,0,0,1,0,1,0,0,1,0,76.21,76.66
67,1823.64,211.73,3,13.2,1288.06,0.0,0.0,0.0,0.0,0.67,0.48,0.0,0.0,0.72,0.0,0.0,0.0,0.0,8.74,5.04,0.0,0.0,10.08,0,0,0,0,1,0,0,0,1,81.19,79.82
68,4530.0,434.79,7,27.2,3096.09,0.48,0.79,0.51,0.77,0.64,0.45,0.36,0.0,0.0,13.13,12.47,9.02,12.86,5.8,3.78,12.31,0.0,0.0,0,1,1,1,0,1,0,0,0,50.72,60.81
69,4911.11,575.74,7,36.0,3442.6,0.86,0.0,0.65,0.84,0.49,0.39,0.82,0.56,0.0,4.23,0.0,11.98,4.38,13.0,11.46,10.67,13.95,0.0,0,0,0,0,0,0,1,0,0,48.82,54.84
70,4961.56,671.32,8,42.0,3506.99,0.41,0.53,0.8,0.42,0.85,0.77,0.73,0.0,0.81,3.28,10.21,8.42,6.43,6.95,9.05,10.59,0.0,2.8,1,1,1,1,0,0,0,0,1,46.39,50.6
71,3721.26,503.5,9,31.5,3082.83,0.36,0.71,0.62,0.52,0.55,0.65,0.73,0.4,0.34,9.71,8.46,8.14,9.32,7.92,4.57,4.93,8.87,11.27,0,1,0,0,1,0,1,1,0,45.33,51.12
72,4226.12,448.31,7,28.0,3015.53,0.0,0.62,0.61,0.67,0.6,0.43,0.45,0.0,0.76,0.0,11.41,12.33,5.93,4.99,11.72,10.56,0.0,10.53,0,0,0,0,0,0,0,0,1,51.71,56.13
73,3327.12,323.48,5,20.2,2283.85,0.42,0.0,0.82,0.5,0.45,0.0,0.0,0.0,0.73,8.83,0.0,12.66,13.16,10.16,0.0,0.0,0.0,6.49,0,0,1,1,1,0,0,0,0,60.44,66.18
74,4708.85,665.83,9,41.6,3635.06,0.64,0.34,0.83,0.86,0.71,0.63,0.41,0.67,0.52,5.73,11.83,6.02,4.32,3.32,13.55,12.38,12.23,2.95,0,0,1,1,0,0,0,0,0,41.91,47.46
75,1486.69,161.65,2,10.1,1022.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,11.04,0.0,0.0,0.0,0.0,8.49,0.0,0,0,1,0,0,0,0,1,0,85.02,84.06
76,4383.17,589.34,8,36.8,3322.35,0.85,0.69,0.75,0.0,0.35,0.77,0.5,0.62,0.44,2.58,10.17,11.58,0.0,13.58,7.33,11.97,4.96,2.6,1,1,0,0,0,1,1,0,1,46.27,52.75
77,3247.55,430.5,6,26.9,2259.04,0.33,0.71,0.0,0.78,0.88,0.57,0.0,0.0,0.33,8.01,7.62,0.0,3.79,11.84,5.86,0.0,0.0,2.18,1,0,0,1,0,1,0,0,0,59.79,66.31
78,4511.77,538.14,8,33.6,3255.01,0.6,0.58,0.0,0.39,0.79,0.49,0.77,0.79,0.31,8.26,10.39,0.0,10.09,12.9,10.22,4.54,5.81,5.21,1,1,0,0,1,0,0,0,0,50.89,53.16
79,4102.17,509.97,7,31.9,2837.16,0.0,0.72,0.0,0.7,0.84,0.71,0.43,0.49,0.46,0.0,6.09,0.0,12.97,12.05,2.71,4.98,8.11,3.07,0,1,0,0,0,1,0,0,1,56.04,59.01
80,2014.47,248.73,4,15.5,1481.08,0.51,0.0,0.0,0.0,0.8,0.0,0.0,0.61,0.35,5.3,0.0,0.0,0.0,7.74,0.0,0.0,11.99,4.45,1,0,0,0,1,0,0,0,0,73.78,74.97
81,4086.2,435.28,4,27.2,2525.32,0.0,0.0,0.67,0.77,0.0,0.88,0.0,0.8,0.0,0.0,0.0,9.96,11.33,0.0,6.28,0.0,10.92,0.0,0,0,1,0,0,1,0,1,0,63.41,63.96
82,1775.81,242.53,3,15.2,1275.97,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.75,0.47,0.0,0.0,0.0,9.54,0.0,0.0,0.0,5.1,7.02,0,0,0,0,0,0,0,1,0,80.66,79.01
83,961.28,167.56,2,10.5,759.73,0.0,0.0,0.0,0.0,0.89,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,8.28,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,84.06,85.24
84,941.9,85.2,1,5.3,578.57,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,88.94,90.65
85,2783.57,282.48,5,17.7,1987.99,0.42,0.0,0.0,0.0,0.44,0.7,0.65,0.55,0.0,9.88,0.0,0.0,0.0,4.89,12.42,8.57,10.63,0.0,0,0,0,0,0,0,0,1,0,69.69,68.85
86,5213.6,659.22,7,41.2,3566.78,0.69,0.87,0.0,0.36,0.0,0.82,0.63,0.73,0.86,9.77,8.09,0.0,12.76,0.0,10.57,10.61,4.67,4.1,0,1,0,1,0,1,1,0,0,45.84,48.95
87,3474.13,685.63,9,42.9,3028.38,0.69,0.6,0.62,0.84,0.72,0.73,0.73,0.43,0.41,8.0,5.07,5.1,3.16,8.77,2.19,3.83,7.76,3.2,0,0,1,1,0,0,1,0,1,43.62,50.74
88,844.64,150.59,4,9.4,909.58,0.6,0.45,0.0,0.36,0.0,0.0,0.39,0.0,0.0,3.84,3.89,0.0,12.85,0.0,0.0,6.01,0.0,0.0,1,0,0,0,0,0,1,0,0,78.48,83.06
89,1387.18,213.43,3,13.3,1116.53,0.0,0.39,0.89,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.95,5.56,0.0,0.0,0.0,9.83,0.0,0.0,0,1,1,0,0,0,0,0,0,79.45,83.58
90,1772.68,184.48,3,11.5,1207.81,0.0,0.5,0.0,0.0,0.5,0.74,0.0,0.0,0.0,0.0,11.46,0.0,0.0,2.0,12.28,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,77.55,80.95
91,2610.65,275.78,4,17.2,1797.66,0.0,0.0,0.55,0.0,0.0,0.81,0.51,0.0,0.56,0.0,0.0,5.69,0.0,0.0,9.92,13.99,0.0,8.46,0,0,0,0,0,0,1,0,0,76.16,74.43
92,3916.28,461.04,6,28.8,2821.12,0.66,0.69,0.48,0.0,0.0,0.7,0.0,0.75,0.62,10.63,9.29,10.28,0.0,0.0,6.71,0.0,3.35,13.69,1,1,0,0,0,0,0,1,1,55.3,61.05
93,3319.11,280.69,3,17.5,1940.37,0.0,0.0,0.71,0.0,0.0,0.54,0.0,0.0,0.88,0.0,0.0,12.64,0.0,0.0,12.43,0.0,0.0,11.07,0,0,1,0,0,0,0,0,0,78.64,78.08
94,4956.01,541.25,7,33.8,3300.48,0.44,0.41,0.83,0.73,0.0,0.0,0.73,0.59,0.75,4.58,12.91,11.81,12.85,0.0,0.0,3.11,8.74,8.86,0,1,1,0,0,0,0,1,0,48.08,52.19
95,4137.19,406.3,5,25.4,2598.09,0.0,0.85,0.79,0.0,0.0,0.0,0.36,0.64,0.64,0.0,13.64,7.37,0.0,0.0,0.0,13.72,13.15,4.46,0,0,0,0,0,0,0,0,0,62.12,64.86
96,3350.52,465.97,4,29.1,2212.86,0.0,0.88,0.57,0.0,0.0,0.0,0.89,0.86,0.0,0.0,8.81,5.61,0.0,0.0,0.0,6.66,6.74,0.0,0,0,1,0,0,0,1,1,0,67.43,69.74
97,3169.42,383.65,5,24.0,2300.11,0.74,0.64,0.0,0.77,0.6,0.0,0.0,0.0,0.5,10.07,7.86,0.0,2.38,11.7,0.0,0.0,0.0,13.89,0,0,0,0,1,0,0,0,1,62.82,68.76
98,453.03,128.63,2,8.0,580.62,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,11.91,0.0,0,0,0,0,1,0,0,1,0,89.18,89.39
99,4182.11,546.09,9,34.1,3251.54,0.63,0.47,0.55,0.81,0.3,0.37,0.7,0.8,0.38,8.2,8.85,2.34,4.06,10.22,12.01,5.68,12.72,10.66,0,0,1,1,1,1,0,0,0,47.91,50.43
100,908.85,115.04,2,7.2,705.86,0.0,0.64,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,10.11,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0,1,0,0,0,0,1,0,0,83.35,87.39
101,362.05,88.51,1,5.5,330.95,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,91.55,93.46
102,4288.6,567.39,8,35.5,3160.64,0.56,0.4,0.4,0.8,0.65,0.0,0.79,0.79,0.48,3.78,4.74,11.69,5.58,4.23,0.0,6.87,13.95,7.83,1,1,1,1,1,0,0,1,0,54.7,56.23
103,2467.3,396.0,6,24.8,1997.45,0.39,0.44,0.78,0.0,0.41,0.0,0.54,0.9,0.0,3.0,6.0,12.31,0.0,8.43,0.0,5.56,2.03,0.0,1,1,1,0,1,0,0,0,0,63.0,68.78
104,218.88,23.48,1,1.5,227.65,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,94.15,94.74
105,4967.57,760.43,8,47.5,3511.19,0.31,0.87,0.57,0.67,0.81,0.74,0.88,0.0,0.81,3.95,11.06,8.76,4.7,6.1,3.83,6.14,0.0,4.98,0,0,1,1,1,0,0,0,0,43.04,48.41
106,570.49,45.72,1,2.9,428.93,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0,0,0,0,0,0,0,0,0,94.98,93.58
107,2219.11,270.52,4,16.9,1617.62,0.44,0.0,0.0,0.38,0.71,0.0,0.82,0.0,0.0,9.34,0.0,0.0,4.33,11.3,0.0,6.38,0.0,0.0,1,0,0,1,1,0,1,0,0,71.78,74.86
108,5395.77,561.46,7,35.1,3577.95,0.0,0.59,0.72,0.0,0.76,0.72,0.52,0.88,0.36,0.0,9.9,6.51,0.0,10.15,10.19,13.46,9.65,8.16,0,0,1,0,1,1,0,1,1,56.06,55.34
109,339.15,89.49,1,5.6,322.38,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,94.24,93.73
110,1959.45,294.42,5,18.4,1618.76,0.67,0.0,0.0,0.76,0.48,0.0,0.31,0.55,0.0,6.5,0.0,0.0,2.91,11.32,0.0,2.66,11.81,0.0,0,0,0,0,0,0,0,0,0,70.75,74.05
111,4394.75,492.57,5,30.8,2749.56,0.0,0.0,0.87,0.0,0.77,0.0,0.33,0.79,0.83,0.0,0.0,12.74,0.0,3.53,0.0,12.09,7.22,10.35,0,0,0,0,1,0,0,0,1,68.55,66.64
112,3707.49,511.77,6,32.0,2644.86,0.81,0.0,0.84,0.0,0.38,0.65,0.8,0.56,0.0,3.82,0.0,13.11,0.0,11.19,6.34,3.6,8.26,0.0,1,0,0,0,0,0,0,0,0,54.47,60.47
113,2328.48,307.33,4,19.2,1605.35,0.39,0.0,0.86,0.0,0.76,0.52,0.0,0.0,0.0,4.35,0.0,6.96,0.0,10.73,4.29,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,69.21,74.59
114,581.84,201.2,3,12.6,729.45,0.42,0.0,0.0,0.0,0.74,0.0,0.64,0.0,0.0,6.5,0.0,0.0,0.0,2.03,0.0,2.5,0.0,0.0,0,0,0,0,0,0,1,0,0,84.51,86.5
